id,FOODS_3_090_TX_1_evaluation,event_name_1,wday,FOODS_3_318_TX_1_evaluation,event_name_1,wday,FOODS_3_586_TX_1_evaluation,event_name_1,wday,FOODS_3_090_TX_2_evaluation,event_name_1,wday,FOODS_3_252_TX_2_evaluation,event_name_1,wday,FOODS_3_318_TX_2_evaluation,event_name_1,wday,FOODS_3_555_TX_2_evaluation,event_name_1,wday,FOODS_3_586_TX_2_evaluation,event_name_1,wday,FOODS_3_587_TX_2_evaluation,event_name_1,wday,FOODS_2_360_TX_3_evaluation,event_name_1,wday,FOODS_3_090_TX_3_evaluation,event_name_1,wday,FOODS_3_252_TX_3_evaluation,event_name_1,wday,FOODS_3_318_TX_3_evaluation,event_name_1,wday,FOODS_3_555_TX_3_evaluation,event_name_1,wday,FOODS_3_586_TX_3_evaluation,event_name_1,wday,FOODS_3_587_TX_3_evaluation,event_name_1,wday
d_1393,57,No event,7,0,No event,7,43,No event,7,74,No event,7,44,No event,7,0,No event,7,32,No event,7,89,No event,7,58,No event,7,0,No event,7,53,No event,7,21,No event,7,0,No event,7,24,No event,7,79,No event,7,31,No event,7
d_1394,55,No event,1,0,No event,1,50,No event,1,84,No event,1,53,No event,1,0,No event,1,61,No event,1,124,No event,1,54,No event,1,0,No event,1,86,No event,1,26,No event,1,0,No event,1,42,No event,1,66,No event,1,30,No event,1
d_1395,75,No event,2,0,No event,2,70,No event,2,86,No event,2,61,No event,2,0,No event,2,41,No event,2,109,No event,2,56,No event,2,0,No event,2,74,No event,2,35,No event,2,0,No event,2,43,No event,2,80,No event,2,29,No event,2
d_1396,63,No event,3,0,No event,3,50,No event,3,82,No event,3,39,No event,3,0,No event,3,40,No event,3,79,No event,3,35,No event,3,0,No event,3,69,No event,3,14,No event,3,0,No event,3,47,No event,3,60,No event,3,15,No event,3
d_1397,82,No event,4,0,No event,4,43,No event,4,97,No event,4,49,No event,4,0,No event,4,27,No event,4,79,No event,4,19,No event,4,0,No event,4,59,No event,4,31,No event,4,0,No event,4,40,No event,4,77,No event,4,12,No event,4
d_1398,143,Before event,5,0,Before event,5,54,Before event,5,165,Before event,5,58,Before event,5,0,Before event,5,44,Before event,5,83,Before event,5,48,Before event,5,0,Before event,5,212,Before event,5,38,Before event,5,0,Before event,5,38,Before event,5,93,Before event,5,22,Before event,5
d_1399,162,Thanksgiving,6,0,Thanksgiving,6,77,Thanksgiving,6,220,Thanksgiving,6,115,Thanksgiving,6,0,Thanksgiving,6,83,Thanksgiving,6,157,Thanksgiving,6,33,Thanksgiving,6,0,Thanksgiving,6,168,Thanksgiving,6,60,Thanksgiving,6,0,Thanksgiving,6,50,Thanksgiving,6,98,Thanksgiving,6,9,Thanksgiving,6
d_1400,57,After event,7,0,After event,7,75,After event,7,57,After event,7,75,After event,7,0,After event,7,47,After event,7,86,After event,7,48,After event,7,0,After event,7,56,After event,7,41,After event,7,0,After event,7,49,After event,7,96,After event,7,10,After event,7
d_1401,34,No event,1,0,No event,1,58,No event,1,91,No event,1,59,No event,1,0,No event,1,47,No event,1,70,No event,1,65,No event,1,0,No event,1,110,No event,1,32,No event,1,0,No event,1,12,No event,1,101,No event,1,14,No event,1
d_1402,51,No event,2,0,No event,2,54,No event,2,76,No event,2,60,No event,2,0,No event,2,40,No event,2,111,No event,2,52,No event,2,0,No event,2,72,No event,2,53,No event,2,0,No event,2,38,No event,2,75,No event,2,42,No event,2
d_1403,0,No event,3,0,No event,3,43,No event,3,0,No event,3,48,No event,3,0,No event,3,40,No event,3,91,No event,3,25,No event,3,0,No event,3,1,No event,3,35,No event,3,0,No event,3,27,No event,3,64,No event,3,43,No event,3
d_1404,0,No event,4,0,No event,4,31,No event,4,0,No event,4,40,No event,4,0,No event,4,42,No event,4,85,No event,4,56,No event,4,0,No event,4,0,No event,4,29,No event,4,0,No event,4,20,No event,4,68,No event,4,29,No event,4
d_1405,0,No event,5,0,No event,5,45,No event,5,0,No event,5,50,No event,5,0,No event,5,56,No event,5,79,No event,5,57,No event,5,0,No event,5,0,No event,5,45,No event,5,0,No event,5,43,No event,5,82,No event,5,32,No event,5
d_1406,0,No event,6,0,No event,6,41,No event,6,0,No event,6,45,No event,6,0,No event,6,50,No event,6,66,No event,6,35,No event,6,0,No event,6,0,No event,6,20,No event,6,0,No event,6,20,No event,6,69,No event,6,17,No event,6
d_1407,0,No event,7,0,No event,7,54,No event,7,0,No event,7,53,No event,7,0,No event,7,48,No event,7,85,No event,7,51,No event,7,0,No event,7,0,No event,7,50,No event,7,0,No event,7,43,No event,7,92,No event,7,52,No event,7
d_1408,0,No event,1,0,No event,1,37,No event,1,0,No event,1,71,No event,1,0,No event,1,55,No event,1,105,No event,1,54,No event,1,0,No event,1,0,No event,1,45,No event,1,0,No event,1,63,No event,1,93,No event,1,40,No event,1
d_1409,0,No event,2,0,No event,2,53,No event,2,0,No event,2,70,No event,2,0,No event,2,53,No event,2,123,No event,2,80,No event,2,0,No event,2,0,No event,2,29,No event,2,0,No event,2,34,No event,2,105,No event,2,40,No event,2
d_1410,0,No event,3,0,No event,3,38,No event,3,0,No event,3,52,No event,3,0,No event,3,33,No event,3,83,No event,3,48,No event,3,0,No event,3,0,No event,3,34,No event,3,0,No event,3,57,No event,3,80,No event,3,34,No event,3
d_1411,0,No event,4,0,No event,4,31,No event,4,0,No event,4,54,No event,4,0,No event,4,37,No event,4,84,No event,4,30,No event,4,0,No event,4,0,No event,4,32,No event,4,0,No event,4,34,No event,4,79,No event,4,28,No event,4
d_1412,0,No event,5,0,No event,5,45,No event,5,0,No event,5,38,No event,5,0,No event,5,27,No event,5,74,No event,5,23,No event,5,0,No event,5,0,No event,5,34,No event,5,0,No event,5,30,No event,5,76,No event,5,22,No event,5
d_1413,0,No event,6,0,No event,6,47,No event,6,0,No event,6,46,No event,6,0,No event,6,37,No event,6,81,No event,6,23,No event,6,0,No event,6,0,No event,6,15,No event,6,0,No event,6,32,No event,6,72,No event,6,21,No event,6
d_1414,0,No event,7,0,No event,7,62,No event,7,0,No event,7,73,No event,7,0,No event,7,47,No event,7,100,No event,7,32,No event,7,0,No event,7,0,No event,7,28,No event,7,0,No event,7,45,No event,7,81,No event,7,22,No event,7
d_1415,0,No event,1,0,No event,1,64,No event,1,0,No event,1,106,No event,1,0,No event,1,65,No event,1,147,No event,1,45,No event,1,0,No event,1,0,No event,1,48,No event,1,0,No event,1,50,No event,1,109,No event,1,30,No event,1
d_1416,0,No event,2,0,No event,2,54,No event,2,0,No event,2,75,No event,2,0,No event,2,71,No event,2,159,No event,2,50,No event,2,0,No event,2,0,No event,2,57,No event,2,0,No event,2,56,No event,2,88,No event,2,40,No event,2
d_1417,0,No event,3,0,No event,3,65,No event,3,0,No event,3,49,No event,3,0,No event,3,39,No event,3,127,No event,3,38,No event,3,0,No event,3,0,No event,3,34,No event,3,0,No event,3,40,No event,3,101,No event,3,32,No event,3
d_1418,0,No event,4,0,No event,4,37,No event,4,0,No event,4,51,No event,4,0,No event,4,35,No event,4,99,No event,4,32,No event,4,0,No event,4,0,No event,4,34,No event,4,0,No event,4,40,No event,4,84,No event,4,27,No event,4
d_1419,0,No event,5,0,No event,5,35,No event,5,0,No event,5,54,No event,5,0,No event,5,48,No event,5,90,No event,5,28,No event,5,0,No event,5,0,No event,5,16,No event,5,0,No event,5,32,No event,5,73,No event,5,30,No event,5
d_1420,0,No event,6,0,No event,6,59,No event,6,0,No event,6,77,No event,6,0,No event,6,62,No event,6,110,No event,6,37,No event,6,0,No event,6,0,No event,6,54,No event,6,0,No event,6,63,No event,6,101,No event,6,27,No event,6
d_1421,0,No event,7,0,No event,7,56,No event,7,0,No event,7,71,No event,7,0,No event,7,52,No event,7,108,No event,7,26,No event,7,0,No event,7,0,No event,7,39,No event,7,0,No event,7,40,No event,7,90,No event,7,37,No event,7
d_1422,0,No event,1,0,No event,1,59,No event,1,0,No event,1,79,No event,1,0,No event,1,61,No event,1,125,No event,1,35,No event,1,0,No event,1,0,No event,1,46,No event,1,0,No event,1,64,No event,1,131,No event,1,32,No event,1
d_1423,0,No event,2,0,No event,2,80,No event,2,0,No event,2,81,No event,2,0,No event,2,70,No event,2,140,No event,2,41,No event,2,0,No event,2,0,No event,2,44,No event,2,0,No event,2,47,No event,2,132,No event,2,31,No event,2
d_1424,0,No event,3,0,No event,3,56,No event,3,0,No event,3,78,No event,3,0,No event,3,48,No event,3,133,No event,3,31,No event,3,0,No event,3,0,No event,3,24,No event,3,0,No event,3,45,No event,3,109,No event,3,24,No event,3
d_1425,0,Before event,4,0,Before event,4,66,Before event,4,0,Before event,4,80,Before event,4,0,Before event,4,73,Before event,4,125,Before event,4,40,Before event,4,0,Before event,4,0,Before event,4,22,Before event,4,0,Before event,4,52,Before event,4,92,Before event,4,27,Before event,4
d_1426,0,Chanukah End,5,0,Chanukah End,5,62,Chanukah End,5,0,Chanukah End,5,70,Chanukah End,5,0,Chanukah End,5,82,Chanukah End,5,158,Chanukah End,5,35,Chanukah End,5,0,Chanukah End,5,0,Chanukah End,5,24,Chanukah End,5,0,Chanukah End,5,50,Chanukah End,5,109,Chanukah End,5,21,Chanukah End,5
d_1427,0,Christmas,6,0,Christmas,6,0,Christmas,6,0,Christmas,6,0,Christmas,6,0,Christmas,6,2,Christmas,6,0,Christmas,6,0,Christmas,6,0,Christmas,6,0,Christmas,6,0,Christmas,6,0,Christmas,6,0,Christmas,6,0,Christmas,6,0,Christmas,6
d_1428,0,After event,7,0,After event,7,66,After event,7,0,After event,7,67,After event,7,0,After event,7,64,After event,7,138,After event,7,38,After event,7,0,After event,7,0,After event,7,19,After event,7,0,After event,7,51,After event,7,93,After event,7,35,After event,7
d_1429,0,No event,1,0,No event,1,48,No event,1,0,No event,1,44,No event,1,0,No event,1,54,No event,1,94,No event,1,46,No event,1,0,No event,1,0,No event,1,21,No event,1,0,No event,1,50,No event,1,60,No event,1,39,No event,1
d_1430,0,No event,2,0,No event,2,43,No event,2,0,No event,2,49,No event,2,0,No event,2,43,No event,2,68,No event,2,47,No event,2,0,No event,2,0,No event,2,30,No event,2,0,No event,2,35,No event,2,59,No event,2,30,No event,2
d_1431,0,No event,3,0,No event,3,38,No event,3,0,No event,3,47,No event,3,0,No event,3,33,No event,3,69,No event,3,43,No event,3,0,No event,3,0,No event,3,16,No event,3,0,No event,3,35,No event,3,40,No event,3,30,No event,3
d_1432,0,No event,4,0,No event,4,41,No event,4,0,No event,4,52,No event,4,0,No event,4,34,No event,4,70,No event,4,36,No event,4,0,No event,4,0,No event,4,21,No event,4,0,No event,4,30,No event,4,44,No event,4,35,No event,4
d_1433,0,Before event,5,0,Before event,5,46,Before event,5,0,Before event,5,52,Before event,5,0,Before event,5,55,Before event,5,95,Before event,5,31,Before event,5,0,Before event,5,0,Before event,5,19,Before event,5,0,Before event,5,21,Before event,5,42,Before event,5,28,Before event,5
d_1434,0,NewYear,6,0,NewYear,6,24,NewYear,6,0,NewYear,6,45,NewYear,6,0,NewYear,6,51,NewYear,6,59,NewYear,6,35,NewYear,6,0,NewYear,6,0,NewYear,6,27,NewYear,6,0,NewYear,6,27,NewYear,6,59,NewYear,6,22,NewYear,6
d_1435,0,After event,7,0,After event,7,38,After event,7,0,After event,7,45,After event,7,0,After event,7,42,After event,7,90,After event,7,23,After event,7,0,After event,7,0,After event,7,29,After event,7,0,After event,7,29,After event,7,64,After event,7,22,After event,7
d_1436,0,No event,1,0,No event,1,41,No event,1,0,No event,1,54,No event,1,0,No event,1,48,No event,1,103,No event,1,43,No event,1,0,No event,1,0,No event,1,22,No event,1,0,No event,1,25,No event,1,72,No event,1,30,No event,1
d_1437,73,No event,2,0,No event,2,36,No event,2,151,No event,2,52,No event,2,0,No event,2,37,No event,2,82,No event,2,41,No event,2,0,No event,2,183,No event,2,30,No event,2,0,No event,2,31,No event,2,74,No event,2,32,No event,2
d_1438,51,No event,3,0,No event,3,25,No event,3,32,No event,3,31,No event,3,0,No event,3,21,No event,3,80,No event,3,39,No event,3,0,No event,3,118,No event,3,16,No event,3,0,No event,3,21,No event,3,59,No event,3,45,No event,3
d_1439,54,Before event,4,0,Before event,4,44,Before event,4,66,Before event,4,27,Before event,4,0,Before event,4,35,Before event,4,63,Before event,4,26,Before event,4,0,Before event,4,54,Before event,4,36,Before event,4,0,Before event,4,38,Before event,4,67,Before event,4,33,Before event,4
d_1440,157,OrthodoxChristmas,5,0,OrthodoxChristmas,5,42,OrthodoxChristmas,5,57,OrthodoxChristmas,5,27,OrthodoxChristmas,5,0,OrthodoxChristmas,5,31,OrthodoxChristmas,5,51,OrthodoxChristmas,5,35,OrthodoxChristmas,5,0,OrthodoxChristmas,5,60,OrthodoxChristmas,5,17,OrthodoxChristmas,5,0,OrthodoxChristmas,5,16,OrthodoxChristmas,5,46,OrthodoxChristmas,5,47,OrthodoxChristmas,5
d_1441,53,After event,6,0,After event,6,32,After event,6,75,After event,6,44,After event,6,0,After event,6,24,After event,6,59,After event,6,32,After event,6,0,After event,6,57,After event,6,19,After event,6,0,After event,6,28,After event,6,38,After event,6,21,After event,6
d_1442,53,No event,7,0,No event,7,41,No event,7,76,No event,7,28,No event,7,0,No event,7,24,No event,7,56,No event,7,41,No event,7,0,No event,7,60,No event,7,23,No event,7,0,No event,7,25,No event,7,51,No event,7,26,No event,7
d_1443,78,No event,1,0,No event,1,38,No event,1,101,No event,1,46,No event,1,0,No event,1,39,No event,1,65,No event,1,34,No event,1,0,No event,1,77,No event,1,31,No event,1,0,No event,1,39,No event,1,55,No event,1,38,No event,1
d_1444,81,No event,2,7,No event,2,49,No event,2,94,No event,2,39,No event,2,34,No event,2,41,No event,2,73,No event,2,58,No event,2,0,No event,2,83,No event,2,27,No event,2,37,No event,2,40,No event,2,72,No event,2,40,No event,2
d_1445,28,No event,3,7,No event,3,39,No event,3,79,No event,3,26,No event,3,31,No event,3,32,No event,3,55,No event,3,46,No event,3,0,No event,3,37,No event,3,23,No event,3,16,No event,3,30,No event,3,57,No event,3,49,No event,3
d_1446,49,No event,4,13,No event,4,33,No event,4,51,No event,4,13,No event,4,12,No event,4,14,No event,4,60,No event,4,52,No event,4,0,No event,4,39,No event,4,16,No event,4,17,No event,4,23,No event,4,36,No event,4,38,No event,4
d_1447,39,No event,5,4,No event,5,29,No event,5,56,No event,5,18,No event,5,7,No event,5,39,No event,5,60,No event,5,46,No event,5,0,No event,5,56,No event,5,19,No event,5,8,No event,5,26,No event,5,40,No event,5,31,No event,5
d_1448,31,No event,6,7,No event,6,44,No event,6,67,No event,6,37,No event,6,10,No event,6,32,No event,6,63,No event,6,66,No event,6,0,No event,6,73,No event,6,22,No event,6,4,No event,6,41,No event,6,47,No event,6,30,No event,6
d_1449,45,No event,7,10,No event,7,35,No event,7,107,No event,7,30,No event,7,10,No event,7,23,No event,7,80,No event,7,64,No event,7,0,No event,7,74,No event,7,33,No event,7,9,No event,7,36,No event,7,60,No event,7,36,No event,7
d_1450,85,No event,1,18,No event,1,46,No event,1,125,No event,1,68,No event,1,8,No event,1,69,No event,1,100,No event,1,39,No event,1,0,No event,1,84,No event,1,29,No event,1,6,No event,1,35,No event,1,82,No event,1,54,No event,1
d_1451,64,Before event,2,4,Before event,2,55,Before event,2,100,Before event,2,57,Before event,2,15,Before event,2,53,Before event,2,104,Before event,2,3,Before event,2,0,Before event,2,95,Before event,2,54,Before event,2,12,Before event,2,37,Before event,2,75,Before event,2,30,Before event,2
d_1452,64,MartinLutherKingDay,3,0,MartinLutherKingDay,3,41,MartinLutherKingDay,3,69,MartinLutherKingDay,3,36,MartinLutherKingDay,3,7,MartinLutherKingDay,3,45,MartinLutherKingDay,3,60,MartinLutherKingDay,3,51,MartinLutherKingDay,3,0,MartinLutherKingDay,3,58,MartinLutherKingDay,3,45,MartinLutherKingDay,3,5,MartinLutherKingDay,3,34,MartinLutherKingDay,3,52,MartinLutherKingDay,3,32,MartinLutherKingDay,3
d_1453,42,After event,4,9,After event,4,23,After event,4,54,After event,4,27,After event,4,9,After event,4,35,After event,4,67,After event,4,38,After event,4,0,After event,4,30,After event,4,27,After event,4,3,After event,4,30,After event,4,54,After event,4,28,After event,4
d_1454,47,No event,5,3,No event,5,28,No event,5,74,No event,5,32,No event,5,6,No event,5,16,No event,5,58,No event,5,38,No event,5,0,No event,5,64,No event,5,19,No event,5,12,No event,5,23,No event,5,56,No event,5,39,No event,5
d_1455,23,No event,6,4,No event,6,27,No event,6,54,No event,6,38,No event,6,1,No event,6,27,No event,6,50,No event,6,20,No event,6,0,No event,6,42,No event,6,12,No event,6,2,No event,6,21,No event,6,38,No event,6,11,No event,6
d_1456,55,No event,7,7,No event,7,44,No event,7,94,No event,7,34,No event,7,1,No event,7,27,No event,7,68,No event,7,47,No event,7,0,No event,7,72,No event,7,20,No event,7,4,No event,7,18,No event,7,46,No event,7,39,No event,7
d_1457,64,No event,1,4,No event,1,54,No event,1,80,No event,1,66,No event,1,13,No event,1,52,No event,1,103,No event,1,10,No event,1,0,No event,1,74,No event,1,28,No event,1,11,No event,1,33,No event,1,76,No event,1,28,No event,1
d_1458,50,No event,2,11,No event,2,54,No event,2,88,No event,2,69,No event,2,9,No event,2,63,No event,2,108,No event,2,52,No event,2,0,No event,2,69,No event,2,33,No event,2,9,No event,2,21,No event,2,62,No event,2,49,No event,2
d_1459,37,No event,3,2,No event,3,37,No event,3,57,No event,3,42,No event,3,6,No event,3,38,No event,3,61,No event,3,36,No event,3,0,No event,3,38,No event,3,25,No event,3,5,No event,3,28,No event,3,64,No event,3,29,No event,3
d_1460,28,No event,4,2,No event,4,31,No event,4,59,No event,4,36,No event,4,7,No event,4,25,No event,4,72,No event,4,54,No event,4,0,No event,4,44,No event,4,28,No event,4,11,No event,4,26,No event,4,57,No event,4,33,No event,4
d_1461,46,No event,5,2,No event,5,41,No event,5,56,No event,5,35,No event,5,7,No event,5,20,No event,5,57,No event,5,52,No event,5,0,No event,5,57,No event,5,31,No event,5,13,No event,5,36,No event,5,59,No event,5,36,No event,5
d_1462,38,No event,6,2,No event,6,43,No event,6,58,No event,6,40,No event,6,10,No event,6,36,No event,6,68,No event,6,34,No event,6,0,No event,6,22,No event,6,34,No event,6,8,No event,6,25,No event,6,57,No event,6,32,No event,6
d_1463,46,No event,7,8,No event,7,39,No event,7,82,No event,7,56,No event,7,5,No event,7,43,No event,7,84,No event,7,67,No event,7,0,No event,7,85,No event,7,33,No event,7,4,No event,7,27,No event,7,56,No event,7,43,No event,7
d_1464,57,Before event,1,6,Before event,1,46,Before event,1,93,Before event,1,71,Before event,1,12,Before event,1,71,Before event,1,109,Before event,1,68,Before event,1,0,Before event,1,103,Before event,1,35,Before event,1,8,Before event,1,29,Before event,1,73,Before event,1,47,Before event,1
d_1465,82,SuperBowl,2,6,SuperBowl,2,56,SuperBowl,2,128,SuperBowl,2,81,SuperBowl,2,22,SuperBowl,2,70,SuperBowl,2,96,SuperBowl,2,47,SuperBowl,2,0,SuperBowl,2,99,SuperBowl,2,47,SuperBowl,2,10,SuperBowl,2,34,SuperBowl,2,100,SuperBowl,2,41,SuperBowl,2
d_1466,31,After event,3,6,After event,3,36,After event,3,33,After event,3,43,After event,3,6,After event,3,49,After event,3,65,After event,3,36,After event,3,0,After event,3,35,After event,3,33,After event,3,7,After event,3,31,After event,3,59,After event,3,43,After event,3
d_1467,43,No event,4,5,No event,4,37,No event,4,41,No event,4,42,No event,4,5,No event,4,44,No event,4,76,No event,4,26,No event,4,0,No event,4,50,No event,4,28,No event,4,5,No event,4,35,No event,4,71,No event,4,39,No event,4
d_1468,50,No event,5,8,No event,5,34,No event,5,59,No event,5,54,No event,5,3,No event,5,49,No event,5,97,No event,5,42,No event,5,0,No event,5,36,No event,5,27,No event,5,3,No event,5,55,No event,5,61,No event,5,45,No event,5
d_1469,28,No event,6,3,No event,6,41,No event,6,40,No event,6,34,No event,6,4,No event,6,35,No event,6,77,No event,6,36,No event,6,0,No event,6,41,No event,6,20,No event,6,1,No event,6,29,No event,6,57,No event,6,30,No event,6
d_1470,53,No event,7,9,No event,7,57,No event,7,70,No event,7,76,No event,7,9,No event,7,60,No event,7,116,No event,7,41,No event,7,0,No event,7,64,No event,7,41,No event,7,12,No event,7,49,No event,7,57,No event,7,45,No event,7
d_1471,80,No event,1,9,No event,1,57,No event,1,102,No event,1,81,No event,1,11,No event,1,74,No event,1,124,No event,1,48,No event,1,0,No event,1,64,No event,1,75,No event,1,7,No event,1,51,No event,1,80,No event,1,50,No event,1
d_1472,72,No event,2,2,No event,2,75,No event,2,98,No event,2,93,No event,2,8,No event,2,82,No event,2,119,No event,2,51,No event,2,0,No event,2,49,No event,2,61,No event,2,3,No event,2,46,No event,2,97,No event,2,32,No event,2
d_1473,48,No event,3,0,No event,3,46,No event,3,71,No event,3,85,No event,3,9,No event,3,48,No event,3,97,No event,3,50,No event,3,0,No event,3,76,No event,3,55,No event,3,6,No event,3,33,No event,3,79,No event,3,50,No event,3
d_1474,57,No event,4,5,No event,4,43,No event,4,55,No event,4,56,No event,4,15,No event,4,41,No event,4,80,No event,4,41,No event,4,0,No event,4,51,No event,4,51,No event,4,6,No event,4,33,No event,4,69,No event,4,34,No event,4
d_1475,66,No event,5,5,No event,5,46,No event,5,74,No event,5,50,No event,5,2,No event,5,45,No event,5,85,No event,5,29,No event,5,0,No event,5,69,No event,5,58,No event,5,6,No event,5,51,No event,5,104,No event,5,30,No event,5
d_1476,0,No event,6,11,No event,6,57,No event,6,0,No event,6,68,No event,6,3,No event,6,60,No event,6,98,No event,6,38,No event,6,0,No event,6,0,No event,6,54,No event,6,5,No event,6,46,No event,6,84,No event,6,43,No event,6
d_1477,0,Before event,7,8,Before event,7,39,Before event,7,0,Before event,7,74,Before event,7,6,Before event,7,56,Before event,7,121,Before event,7,32,Before event,7,0,Before event,7,0,Before event,7,61,Before event,7,5,Before event,7,40,Before event,7,70,Before event,7,23,Before event,7
d_1478,0,ValentinesDay,1,28,ValentinesDay,1,45,ValentinesDay,1,0,ValentinesDay,1,103,ValentinesDay,1,6,ValentinesDay,1,66,ValentinesDay,1,125,ValentinesDay,1,46,ValentinesDay,1,0,ValentinesDay,1,0,ValentinesDay,1,59,ValentinesDay,1,7,ValentinesDay,1,32,ValentinesDay,1,91,ValentinesDay,1,37,ValentinesDay,1
d_1479,0,Before event,2,3,Before event,2,51,Before event,2,0,Before event,2,102,Before event,2,4,Before event,2,62,Before event,2,118,Before event,2,48,Before event,2,0,Before event,2,0,Before event,2,67,Before event,2,4,Before event,2,31,Before event,2,102,Before event,2,51,Before event,2
d_1480,0,PresidentsDay,3,4,PresidentsDay,3,32,PresidentsDay,3,0,PresidentsDay,3,43,PresidentsDay,3,3,PresidentsDay,3,49,PresidentsDay,3,74,PresidentsDay,3,44,PresidentsDay,3,0,PresidentsDay,3,0,PresidentsDay,3,30,PresidentsDay,3,2,PresidentsDay,3,14,PresidentsDay,3,59,PresidentsDay,3,32,PresidentsDay,3
d_1481,0,Before event,4,3,Before event,4,43,Before event,4,0,Before event,4,38,Before event,4,11,Before event,4,27,Before event,4,66,Before event,4,32,Before event,4,0,Before event,4,0,Before event,4,31,Before event,4,7,Before event,4,26,Before event,4,46,Before event,4,38,Before event,4
d_1482,0,LentStart,5,3,LentStart,5,30,LentStart,5,0,LentStart,5,51,LentStart,5,2,LentStart,5,49,LentStart,5,77,LentStart,5,41,LentStart,5,0,LentStart,5,0,LentStart,5,30,LentStart,5,8,LentStart,5,35,LentStart,5,62,LentStart,5,23,LentStart,5
d_1483,0,After event,6,3,After event,6,48,After event,6,0,After event,6,46,After event,6,4,After event,6,44,After event,6,79,After event,6,34,After event,6,0,After event,6,0,After event,6,24,After event,6,7,After event,6,28,After event,6,68,After event,6,27,After event,6
d_1484,0,No event,7,4,No event,7,56,No event,7,0,No event,7,58,No event,7,3,No event,7,56,No event,7,82,No event,7,35,No event,7,0,No event,7,0,No event,7,36,No event,7,7,No event,7,33,No event,7,68,No event,7,36,No event,7
d_1485,0,No event,1,10,No event,1,74,No event,1,0,No event,1,66,No event,1,10,No event,1,75,No event,1,129,No event,1,32,No event,1,0,No event,1,0,No event,1,21,No event,1,7,No event,1,34,No event,1,107,No event,1,32,No event,1
d_1486,0,No event,2,22,No event,2,64,No event,2,0,No event,2,90,No event,2,4,No event,2,65,No event,2,119,No event,2,53,No event,2,0,No event,2,0,No event,2,51,No event,2,4,No event,2,51,No event,2,72,No event,2,42,No event,2
d_1487,0,No event,3,0,No event,3,35,No event,3,0,No event,3,32,No event,3,10,No event,3,22,No event,3,59,No event,3,25,No event,3,0,No event,3,0,No event,3,19,No event,3,3,No event,3,25,No event,3,40,No event,3,41,No event,3
d_1488,0,Before event,4,3,Before event,4,33,Before event,4,0,Before event,4,33,Before event,4,2,Before event,4,37,Before event,4,77,Before event,4,22,Before event,4,0,Before event,4,0,Before event,4,26,Before event,4,11,Before event,4,29,Before event,4,55,Before event,4,40,Before event,4
d_1489,0,LentWeek2,5,3,LentWeek2,5,39,LentWeek2,5,0,LentWeek2,5,46,LentWeek2,5,6,LentWeek2,5,44,LentWeek2,5,70,LentWeek2,5,8,LentWeek2,5,0,LentWeek2,5,0,LentWeek2,5,28,LentWeek2,5,1,LentWeek2,5,34,LentWeek2,5,38,LentWeek2,5,27,LentWeek2,5
d_1490,0,After event,6,4,After event,6,31,After event,6,0,After event,6,40,After event,6,6,After event,6,50,After event,6,69,After event,6,2,After event,6,0,After event,6,0,After event,6,34,After event,6,4,After event,6,33,After event,6,54,After event,6,31,After event,6
d_1491,0,No event,7,9,No event,7,35,No event,7,0,No event,7,51,No event,7,0,No event,7,44,No event,7,68,No event,7,0,No event,7,0,No event,7,0,No event,7,34,No event,7,7,No event,7,27,No event,7,48,No event,7,15,No event,7
d_1492,0,No event,1,3,No event,1,51,No event,1,0,No event,1,69,No event,1,7,No event,1,64,No event,1,100,No event,1,28,No event,1,0,No event,1,0,No event,1,53,No event,1,5,No event,1,32,No event,1,94,No event,1,43,No event,1
d_1493,0,No event,2,0,No event,2,50,No event,2,0,No event,2,77,No event,2,7,No event,2,44,No event,2,115,No event,2,38,No event,2,0,No event,2,0,No event,2,47,No event,2,6,No event,2,55,No event,2,92,No event,2,44,No event,2
d_1494,0,No event,3,0,No event,3,45,No event,3,0,No event,3,46,No event,3,5,No event,3,38,No event,3,59,No event,3,36,No event,3,11,No event,3,0,No event,3,48,No event,3,7,No event,3,30,No event,3,61,No event,3,50,No event,3
d_1495,0,No event,4,0,No event,4,41,No event,4,0,No event,4,54,No event,4,2,No event,4,48,No event,4,89,No event,4,36,No event,4,29,No event,4,0,No event,4,46,No event,4,11,No event,4,31,No event,4,77,No event,4,38,No event,4
d_1496,0,Before event,5,6,Before event,5,42,Before event,5,0,Before event,5,44,Before event,5,6,Before event,5,32,Before event,5,79,Before event,5,17,Before event,5,25,Before event,5,0,Before event,5,41,Before event,5,5,Before event,5,32,Before event,5,80,Before event,5,40,Before event,5
d_1497,0,Purim End,6,1,Purim End,6,23,Purim End,6,0,Purim End,6,36,Purim End,6,4,Purim End,6,33,Purim End,6,67,Purim End,6,23,Purim End,6,39,Purim End,6,0,Purim End,6,37,Purim End,6,5,Purim End,6,26,Purim End,6,60,Purim End,6,36,Purim End,6
d_1498,0,After event,7,9,After event,7,46,After event,7,0,After event,7,41,After event,7,10,After event,7,52,After event,7,59,After event,7,25,After event,7,30,After event,7,0,After event,7,38,After event,7,5,After event,7,29,After event,7,58,After event,7,55,After event,7
d_1499,0,No event,1,4,No event,1,72,No event,1,0,No event,1,89,No event,1,8,No event,1,49,No event,1,103,No event,1,29,No event,1,28,No event,1,0,No event,1,48,No event,1,9,No event,1,41,No event,1,67,No event,1,33,No event,1
